X Y UC  LC  AVCRUST Topo   Basement UC/LC Moho
29.125  54.625  6.42  6.9 6.52  0.17  0.66  34.52 43.43
29.375  54.625  6.42  6.91  6.53  0.19  0.76  33.90 43.49
29.625  54.625  6.41  6.92  6.53  0.21  0.88  33.50 43.54
29.875  54.625  6.41  6.93  6.53  0.21  1.04  33.76 43.58
30.125  54.625  6.4 6.93  6.53  0.20  1.23  33.23 43.63
30.375  54.625  6.39  6.95  6.53  0.18  1.42  33.11 43.68
30.625  54.625  6.38  6.96  6.54  0.18  1.45  32.08 43.75
30.875  54.625  6.38  6.98  6.54  0.19  1.42  32.54 43.85
31.125  54.625  6.37  7.01  6.54  0.18  1.43  32.68 43.98
31.375  54.625  6.36  7.02  6.54  0.20  1.27  32.40 44.08
31.625  54.625  6.35  7.03  6.54  0.21  1.21  32.14 44.14
31.875  54.625  6.34  7.05  6.54  0.21  1.10  32.04 44.17
32.125  54.625  6.34  6.96  6.54  0.20  1.03  30.27 44.20
32.375  54.625  6.34  6.96  6.55  0.20  1.02  29.58 44.21
32.625  54.625  6.33  6.96  6.55  0.20  0.92  29.08 44.19
32.875  54.625  6.32  6.95  6.55  0.22  0.80  28.30 44.12
33.125  54.625  6.32  6.98  6.55  0.23  0.71  28.93 44.03
33.375  54.625  6.32  6.98  6.57  0.21  0.66  27.55 43.95
33.625  54.625  6.32  6.99  6.56  0.18  0.73  28.44 43.90
33.875  54.625  6.31  6.98  6.56  0.19  0.74  27.75 43.83
34.125  54.625  6.3 6.98  6.56  0.21  0.74  27.31 43.75
34.375  54.625  6.3 6.97  6.56  0.24  0.78  27.03 43.68
34.625  54.625  6.29  6.97  6.56  0.23  0.81  26.61 43.60
34.875  54.625  6.29  6.97  6.56  0.21  0.91  26.57 43.46
35.125  54.625  6.28  6.96  6.56  0.19  1.04  25.90 43.31
35.375  54.625  6.27  6.96  6.56  0.19  1.02  25.47 43.20
-24.875 54.875  5.55  6.8 6.40  -2.87 3.67  5.86  10.52
-24.625 54.875  5.58  6.81  6.40  -2.90 3.71  6.45  11.93
-24.375 54.875  5.61  6.82  6.40  -2.95 3.75  7.36  14.15
-24.125 54.875  5.64  6.84  6.40  -3.04 3.81  8.42  16.38
-23.875 54.875  5.66  6.85  6.40  -2.93 3.88  9.22  18.01
-23.625 54.875  5.67  6.85  6.40  -2.96 3.95  9.53  18.58
-23.375 54.875  5.67  6.84  6.38  -2.97 4.03  9.47  17.86
-23.125 54.875  5.66  6.83  6.37  -2.97 4.12  9.23  17.12
-22.875 54.875  5.72  6.84  6.39  -3.11 4.19  9.33  16.98
-22.625 54.875  5.8 6.85  6.42  -3.13 4.26  8.95  15.71
-22.375 54.875  5.86  6.84  6.44  -2.61 4.33  7.89  13.05
-22.125 54.875  5.9 6.82  6.44  -2.82 4.40  7.75  12.52
-21.875 54.875  5.92  6.8 6.44  -3.28 4.44  7.70  12.41
-21.625 54.875  5.94  6.78  6.44  -3.13 4.43  7.80  12.76
-21.375 54.875  5.96  6.75  6.43  -3.05 4.35  7.74  12.73
-21.125 54.875  5.99  6.74  6.43  -2.97 4.18  8.11  13.68
-20.875 54.875  6.01  6.74  6.42  -2.84 3.94  9.07  15.65
-20.625 54.875  6.04  6.74  6.43  -2.75 3.62  9.76  17.49
-20.375 54.875  6.06  6.75  6.44  -2.52 3.24  10.62 19.66
-20.125 54.875  6.09  6.77  6.45  -1.80 2.85  12.05 22.41
-19.875 54.875  6.11  6.78  6.46  -1.55 2.51  12.89 24.25
-19.625 54.875  6.12  6.79  6.47  -1.52 2.26  12.81 24.34
-19.375 54.875  6.13  6.8 6.47  -1.45 2.11  12.54 23.28
-19.125 54.875  6.14  6.81  6.48  -1.40 2.30  11.57 21.12
-18.875 54.875  6.14  6.82  6.48  -1.29 2.50  10.42 18.35
-18.625 54.875  6.15  6.82  6.49  -1.17 2.79  9.64  16.69
-18.375 54.875  6.16  6.83  6.50  -1.09 3.05  9.77  16.69
-18.125 54.875  6.17  6.83  6.50  -1.03 3.17  10.36 17.55
-17.875 54.875  6.2 6.83  6.51  -1.02 3.19  11.08 18.73
-17.625 54.875  6.23  6.83  6.53  -1.04 3.07  11.29 19.50
-17.375 54.875  6.27  6.84  6.55  -1.08 2.84  11.68 20.22
-17.125 54.875  6.31  6.84  6.57  -1.34 2.57  11.72 20.53
-16.875 54.875  6.33  6.84  6.58  -1.93 2.39  11.71 20.68
-16.625 54.875  6.34  6.84  6.59  -2.39 2.39  11.57 20.91
-16.375 54.875  6.34  6.85  6.60  -2.42 2.42  11.64 20.91
-16.125 54.875  6.32  6.84  6.58  -2.36 2.43  11.71 20.99
-15.875 54.875  6.29  6.83  6.57  -2.30 2.85  11.48 20.78
-15.625 54.875  6.27  6.84  6.58  -2.27 2.27  10.11 19.13
-15.375 54.875  6.21  6.78  6.54  -2.33 5.28  10.62 17.97
-15.125 54.875  6.18  6.74  6.52  -2.41 6.88  10.64 16.44
-14.875 54.875  6.19  6.74  6.52  -2.51 8.00  10.48 14.21
-14.625 54.875  6.16  6.73  6.53  -2.67 7.53  9.36  12.75
-14.375 54.875  6.12  6.71  6.53  -2.79 7.30  9.24  13.65
-14.125 54.875  6.1 6.7 6.53  -2.80 7.58  9.50  14.37
-13.875 54.875  6.1 6.7 6.52  -2.85 8.12  10.06 14.58
-13.625 54.875  6.09  6.7 6.49  -2.91 8.56  10.71 14.80
-13.375 54.875  6.09  6.69  6.46  -2.92 8.64  11.10 15.05
-13.125 54.875  6.09  6.69  6.42  -2.95 8.59  11.66 15.42
-12.875 54.875  6.09  6.69  6.39  -2.95 8.49  11.72 14.95
-12.625 54.875  6.09  6.69  6.38  -2.91 8.30  11.18 13.87
-12.375 54.875  6.09  6.69  6.38  -2.91 8.01  10.71 13.23
-12.125 54.875  6.09  6.7 6.38  -2.94 7.72  10.86 13.70
-11.875 54.875  6.09  6.7 6.39  -2.92 7.46  11.00 14.43
-11.625 54.875  6.09  6.7 6.40  -2.87 7.16  11.17 15.32
-11.375 54.875  6.1 6.71  6.40  -2.78 6.78  11.53 16.13
-11.125 54.875  6.11  6.72  6.40  -2.65 6.23  12.27 17.74
-10.875 54.875  6.13  6.73  6.40  -2.31 5.53  13.71 20.41
-10.625 54.875  6.14  6.73  6.40  -1.52 4.64  15.08 23.30
-10.375 54.875  6.16  6.74  6.40  -0.61 3.54  16.08 24.93
-10.125 54.875  6.17  6.75  6.39  -0.12 2.43  16.94 25.81
-9.875  54.875  6.18  6.76  6.39  -0.09 1.60  17.46 26.46
-9.625  54.875  6.2 6.77  6.40  -0.10 1.10  17.88 26.95
-9.375  54.875  6.22  6.79  6.42  -0.09 0.81  17.92 27.17
-9.125  54.875  6.24  6.81  6.44  -0.08 0.63  17.94 27.30
-8.875  54.875  6.26  6.82  6.46  -0.08 0.54  17.81 27.40
-8.625  54.875  6.29  6.83  6.49  -0.02 0.44  17.48 27.50
-8.375  54.875  6.31  6.85  6.51  0.07  1.02  17.66 27.45
-8.125  54.875  6.33  6.86  6.54  0.23  1.85  17.28 27.40
-7.875  54.875  6.34  6.86  6.56  0.16  2.70  17.00 27.49
-7.625  54.875  6.35  6.87  6.58  0.09  3.22  16.87 27.70
-7.375  54.875  6.35  6.87  6.58  0.14  2.94  16.87 27.92
-7.125  54.875  6.35  6.88  6.58  0.24  2.34  16.94 28.13
-6.875  54.875  6.34  6.88  6.57  0.25  1.80  17.07 28.40
-6.625  54.875  6.34  6.89  6.56  0.08  1.30  17.77 28.75
-6.375  54.875  6.33  6.89  6.56  0.09  1.15  17.62 29.10
-6.125  54.875  6.32  6.9 6.55  0.19  1.07  18.22 29.49
-5.875  54.875  6.31  6.91  6.54  0.10  1.13  18.96 30.04
-5.625  54.875  6.3 6.92  6.54  -0.07 1.53  19.35 30.60
-5.375  54.875  6.29  6.92  6.53  -0.10 1.60  19.86 31.09
-5.125  54.875  6.28  6.93  6.53  -0.02 1.08  19.80 31.50
-4.875  54.875  6.26  6.93  6.52  0.03  0.53  19.72 31.89
-4.625  54.875  6.23  6.93  6.51  0.05  0.18  19.43 32.27
-4.375  54.875  6.21  6.92  6.50  0.05  0.23  19.34 32.53
-4.125  54.875  6.18  6.91  6.49  0.06  0.43  19.07 32.83
-3.875  54.875  6.15  6.9 6.47  0.03  0.52  19.18 33.06
-3.625  54.875  6.11  6.88  6.44  -0.01 0.52  19.24 33.28
-3.375  54.875  6.08  6.84  6.41  0.00  0.53  19.15 33.44
-3.125  54.875  6.04  6.8 6.37  0.07  0.44  19.14 33.50
-2.875  54.875  6.03  6.76  6.34  0.10  0.21  19.54 33.81
-2.625  54.875  6.04  6.74  6.34  0.32  0.24  19.61 34.13
-2.375  54.875  6.06  6.73  6.36  0.40  0.09  18.89 34.14
-2.125  54.875  6.08  6.71  6.37  0.33  0.00  18.25 33.82
-1.875  54.875  6.1 6.7 6.39  0.18  0.01  17.32 33.51
-1.625  54.875  6.12  6.69  6.41  0.10  0.01  16.38 33.33
-1.375  54.875  6.12  6.68  6.42  0.02  0.26  15.59 33.28
-1.125  54.875  6.13  6.68  6.42  -0.08 1.00  16.25 33.25
-0.875  54.875  6.13  6.67  6.42  -0.10 2.03  16.47 33.22
-0.625  54.875  6.12  6.66  6.42  -0.10 2.64  16.19 33.13
-0.375  54.875  6.12  6.65  6.41  -0.09 2.91  16.52 32.96
-0.125  54.875  6.12  6.63  6.41  -0.07 3.17  15.96 32.81
0.125 54.875  6.12  6.62  6.41  -0.07 3.55  15.78 32.66
0.375 54.875  6.11  6.6 6.40  -0.07 3.96  15.58 32.44
0.625 54.875  6.11  6.58  6.39  -0.07 4.20  15.51 32.18
0.875 54.875  6.1 6.55  6.37  -0.06 4.38  15.40 31.92
1.125 54.875  6.1 6.53  6.35  -0.05 4.60  15.92 31.65
1.375 54.875  6.09  6.5 6.33  -0.04 4.89  15.87 31.36
1.625 54.875  6.09  6.47  6.31  -0.03 5.23  16.09 31.03
1.875 54.875  6.08  6.45  6.29  -0.03 5.57  16.44 30.70
2.125 54.875  6.08  6.42  6.28  -0.03 5.93  16.03 30.47
2.375 54.875  6.07  6.4 6.27  -0.03 6.27  15.73 30.28
2.625 54.875  6.07  6.39  6.26  -0.03 6.55  16.14 30.15
2.875 54.875  6.07  6.39  6.27  -0.02 6.74  15.46 29.98
3.125 54.875  6.07  6.42  6.28  -0.03 6.94  16.02 29.64
3.375 54.875  6.06  6.46  6.31  -0.03 7.13  15.42 29.24
3.625 54.875  6.05  6.52  6.34  -0.04 7.23  15.48 28.77
3.875 54.875  6.05  6.59  6.36  -0.04 7.41  16.32 28.32
4.125 54.875  6.05  6.64  6.38  -0.04 7.90  16.78 28.06
4.375 54.875  6.07  6.69  6.39  -0.04 8.64  18.02 28.02
4.625 54.875  6.09  6.73  6.38  -0.04 8.97  19.43 28.09
4.875 54.875  6.12  6.78  6.38  -0.04 8.29  20.47 28.39
5.125 54.875  6.16  6.83  6.38  -0.04 7.24  21.80 28.92
5.375 54.875  6.2 6.89  6.38  -0.04 6.62  23.46 29.41
5.625 54.875  6.24  6.96  6.39  -0.04 6.62  25.26 30.17
5.875 54.875  6.28  6.98  6.41  -0.04 7.12  26.26 30.62
6.125 54.875  6.32  6.99  6.45  -0.04 8.06  25.94 30.25
6.375 54.875  6.36  7 6.50  -0.04 8.75  25.09 29.66
6.625 54.875  6.38  7.01  6.53  -0.04 8.66  24.52 29.48
6.875 54.875  6.4 7.02  6.57  -0.03 8.05  23.76 29.69
7.125 54.875  6.41  7.04  6.61  -0.03 7.74  22.86 29.89
7.375 54.875  6.43  7.02  6.64  -0.03 7.99  21.91 29.60
7.625 54.875  6.41  6.99  6.64  -0.02 8.35  21.22 29.68
7.875 54.875  6.36  6.96  6.61  -0.02 8.59  21.18 30.17
8.125 54.875  6.32  6.94  6.58  -0.02 8.76  20.95 29.76
8.375 54.875  6.3 6.93  6.57  -0.01 8.79  20.64 29.52
8.625 54.875  6.3 6.93  6.58  -0.01 8.53  20.42 29.93
8.875 54.875  6.31  6.92  6.59  0.01  8.14  20.34 30.70
9.125 54.875  6.32  6.91  6.60  0.02  7.87  19.99 30.93
9.375 54.875  6.32  6.9 6.61  0.04  7.81  19.02 30.22
9.625 54.875  6.3 6.92  6.62  0.02  7.77  18.15 29.23
9.875 54.875  6.26  6.94  6.63  0.00  7.52  17.33 29.04
10.125  54.875  6.24  6.96  6.61  -0.02 6.98  18.05 29.75
10.375  54.875  6.26  6.93  6.55  -0.01 6.35  20.76 31.76
10.625  54.875  6.29  6.93  6.49  -0.01 5.94  25.18 33.92
10.875  54.875  6.35  6.98  6.46  -0.02 5.85  29.42 34.40
11.125  54.875  6.38  6.98  6.52  0.00  5.76  26.94 33.39
11.375  54.875  6.4 6.97  6.57  0.00  5.41  24.10 32.04
11.625  54.875  6.41  6.95  6.60  0.00  4.93  22.48 32.00
11.875  54.875  6.39  6.93  6.61  0.01  4.58  21.18 32.59
12.125  54.875  6.36  6.9 6.60  0.00  4.48  20.32 32.99
12.375  54.875  6.33  6.88  6.59  -0.02 4.46  19.26 32.53
12.625  54.875  6.3 6.86  6.56  -0.04 4.16  18.77 31.44
12.875  54.875  6.27  6.79  6.48  -0.03 3.54  19.61 30.50
13.125  54.875  6.28  6.74  6.41  -0.02 3.22  22.13 29.58
13.375  54.875  6.32  6.83  6.44  -0.01 3.00  22.43 28.41
13.625  54.875  6.35  6.92  6.49  -0.02 2.91  22.28 28.58
13.875  54.875  6.37  6.91  6.49  -0.01 3.55  23.59 29.32
14.125  54.875  6.37  6.84  6.43  -0.03 4.13  26.37 29.63
14.375  54.875  6.34  6.93  6.52  -0.10 4.26  22.49 30.49
14.625  54.875  6.4 6.88  6.57  -0.05 3.61  21.41 31.17
14.875  54.875  6.42  6.87  6.60  -0.05 2.52  21.44 34.05
15.125  54.875  6.44  6.84  6.60  -0.07 1.62  22.68 36.72
15.375  54.875  6.46  6.97  6.71  -0.08 1.17  20.24 38.57
15.625  54.875  6.43  7.12  6.76  -0.09 1.05  21.34 39.94
15.875  54.875  6.4 7.18  6.73  -0.09 1.05  24.11 41.02
16.125  54.875  6.39  7.19  6.69  -0.07 1.11  25.79 40.60
16.375  54.875  6.38  7.16  6.66  -0.05 1.20  26.24 40.27
16.625  54.875  6.39  7.13  6.64  -0.04 1.29  26.98 40.08
16.875  54.875  6.41  7.11  6.63  -0.05 1.43  27.86 39.97
17.125  54.875  6.41  7.1 6.63  -0.04 1.60  27.75 39.99
17.375  54.875  6.41  7.09  6.63  -0.03 1.76  28.14 40.75
17.625  54.875  6.41  7.09  6.63  -0.03 1.90  28.72 41.55
17.875  54.875  6.4 7.09  6.63  -0.01 2.10  28.71 42.01
18.125  54.875  6.41  7.09  6.64  0.01  2.26  28.72 42.25
18.375  54.875  6.41  7.09  6.65  -0.01 2.37  28.40 42.60
18.625  54.875  6.41  7.09  6.66  -0.03 2.46  28.27 43.28
18.875  54.875  6.41  7.09  6.67  -0.08 2.56  28.03 43.80
19.125  54.875  6.41  7.08  6.67  -0.09 2.69  28.04 44.12
19.375  54.875  6.41  7.07  6.68  -0.10 2.79  27.39 44.42
19.625  54.875  6.4 7.06  6.68  -0.07 2.92  27.00 44.75
19.875  54.875  6.39  7.05  6.68  -0.02 3.07  26.58 45.01
20.125  54.875  6.39  7.03  6.67  0.04  3.17  26.77 45.12
20.375  54.875  6.38  7.02  6.67  0.03  3.29  26.05 44.90
20.625  54.875  6.38  7 6.66  0.02  3.26  26.03 44.79
20.875  54.875  6.39  7 6.66  0.01  3.25  26.39 44.76
21.125  54.875  6.4 7 6.66  0.00  3.31  26.69 44.57
21.375  54.875  6.4 7 6.65  0.02  3.38  27.34 44.46
21.625  54.875  6.41  7.01  6.64  0.02  3.46  28.62 44.26
21.875  54.875  6.41  7.01  6.63  0.04  3.66  28.75 43.28
22.125  54.875  6.41  7.02  6.63  0.04  3.87  28.73 42.75
22.375  54.875  6.41  7.02  6.63  0.05  4.03  28.66 42.55
22.625  54.875  6.41  7.03  6.63  0.06  4.13  28.96 42.62
22.875  54.875  6.42  7.03  6.63  0.06  4.04  29.67 43.13
23.125  54.875  6.44  7.04  6.66  0.08  3.62  29.47 44.43
23.375  54.875  6.46  7.04  6.70  0.09  3.18  28.36 46.13
23.625  54.875  6.47  7.05  6.73  0.10  3.00  27.83 48.00
23.875  54.875  6.46  7.04  6.72  0.09  2.22  27.41 47.88
24.125  54.875  6.44  7.02  6.70  0.09  1.75  27.22 47.91
24.375  54.875  6.4 6.99  6.65  0.10  1.50  28.30 48.01
24.625  54.875  6.37  6.97  6.62  0.11  1.30  28.58 48.06
24.875  54.875  6.36  6.95  6.61  0.12  1.00  28.08 48.00
25.125  54.875  6.36  6.96  6.62  0.17  1.03  27.66 48.03
25.375  54.875  6.36  6.95  6.61  0.15  1.00  28.08 48.00
25.625  54.875  6.36  6.93  6.60  0.16  1.16  27.44 46.55
25.875  54.875  6.35  6.89  6.56  0.16  1.29  28.00 44.99
26.125  54.875  6.35  6.85  6.53  0.15  1.41  28.19 43.25
26.375  54.875  6.34  6.81  6.51  0.17  1.55  28.50 43.77
26.625  54.875  6.34  6.78  6.48  0.18  1.71  30.40 43.79
26.875  54.875  6.33  6.76  6.47  0.18  1.89  29.93 43.46
27.125  54.875  6.32  6.75  6.46  0.19  1.98  29.79 43.21
27.375  54.875  6.32  6.75  6.45  0.18  2.00  30.60 43.00
27.625  54.875  6.34  6.76  6.47  0.20  1.97  30.14 42.77
27.875  54.875  6.35  6.78  6.48  0.20  1.74  30.33 42.72
28.125  54.875  6.37  6.8 6.49  0.18  1.39  31.25 42.81
28.375  54.875  6.38  6.81  6.50  0.17  1.04  31.29 43.00
28.625  54.875  6.39  6.83  6.50  0.16  0.77  32.57 43.17
28.875  54.875  6.39  6.85  6.51  0.17  0.66  32.20 43.33
29.125  54.875  6.4 6.86  6.51  0.15  0.61  33.20 43.44
29.375  54.875  6.4 6.88  6.51  0.15  0.70  33.71 43.52
29.625  54.875  6.4 6.89  6.52  0.17  0.82  33.11 43.58
29.875  54.875  6.39  6.9 6.52  0.16  1.02  32.78 43.64
30.125  54.875  6.39  6.92  6.52  0.16  1.24  33.29 43.70
30.375  54.875  6.38  6.93  6.53  0.16  1.42  32.21 43.76
30.625  54.875  6.37  6.95  6.53  0.16  1.55  32.16 43.82
30.875  54.875  6.37  6.96  6.53  0.18  1.62  32.43 43.90
31.125  54.875  6.36  7 6.54  0.17  1.60  32.08 44.01
31.375  54.875  6.36  7.01  6.54  0.18  1.38  32.26 44.09
31.625  54.875  6.35  7.04  6.54  0.19  1.23  32.32 44.13
31.875  54.875  6.34  7.05  6.54  0.20  1.11  32.02 44.14
32.125  54.875  6.34  7.04  6.54  0.21  1.00  31.81 44.14
32.375  54.875  6.34  7.05  6.55  0.19  0.96  31.37 44.14
32.625  54.875  6.33  6.98  6.55  0.17  0.90  29.49 44.11
32.875  54.875  6.32  6.97  6.55  0.20  0.82  28.75 44.04
33.125  54.875  6.33  6.98  6.55  0.21  0.81  29.36 43.96
33.375  54.875  6.32  7.01  6.56  0.21  0.81  28.91 43.89
33.625  54.875  6.32  7.01  6.56  0.19  0.84  28.88 43.84
33.875  54.875  6.31  6.99  6.56  0.19  0.86  28.01 43.80
34.125  54.875  6.31  6.99  6.56  0.22  0.82  27.97 43.76
34.375  54.875  6.3 6.99  6.56  0.20  0.84  27.56 43.71
34.625  54.875  6.3 6.98  6.56  0.21  0.85  27.27 43.63
34.875  54.875  6.3 6.98  6.56  0.20  0.93  27.21 43.48
35.125  54.875  6.29  6.98  6.56  0.18  1.04  26.76 43.30
35.375  54.875  6.28  6.97  6.56  0.18  1.02  26.07 43.17
-24.875 55.125  5.58  6.82  6.43  -2.94 3.56  5.73  10.46
-24.625 55.125  5.62  6.83  6.44  -2.85 3.57  6.70  13.27
-24.375 55.125  5.66  6.86  6.45  -2.87 3.59  7.92  16.25
-24.125 55.125  5.71  6.88  6.46  -2.87 3.61  9.14  19.01
-23.875 55.125  5.76  6.9 6.47  -2.92 3.72  10.25 21.02
-23.625 55.125  5.81  6.92  6.47  -3.01 3.87  11.29 22.18
-23.375 55.125  5.85  6.93  6.47  -3.03 4.02  10.92 20.23
-23.125 55.125  5.88  6.94  6.47  -3.00 4.13  11.22 20.13
-22.875 55.125  5.93  6.94  6.49  -2.95 4.19  11.69 21.03
-22.625 55.125  5.97  6.93  6.50  -2.97 4.21  11.54 20.57
-22.375 55.125  5.99  6.9 6.51  -2.98 4.18  9.80  17.29
-22.125 55.125  5.99  6.87  6.50  -2.95 4.11  9.30  16.46
-21.875 55.125  6 6.82  6.49  -2.95 4.07  9.43  17.40
-21.625 55.125  6.01  6.78  6.47  -2.92 4.08  9.66  17.94
-21.375 55.125  6.02  6.75  6.45  -2.84 4.01  9.82  18.15
-21.125 55.125  6.03  6.73  6.44  -2.81 3.87  10.01 18.68
-20.875 55.125  6.05  6.72  6.43  -2.75 3.64  10.32 19.07
-20.625 55.125  6.08  6.73  6.44  -2.60 3.70  10.41 18.74
-20.375 55.125  6.11  6.75  6.44  -2.29 3.55  11.08 19.09
-20.125 55.125  6.14  6.77  6.46  -1.91 3.30  11.85 20.68
-19.875 55.125  6.16  6.79  6.47  -1.66 3.04  12.78 22.21
-19.625 55.125  6.18  6.8 6.48  -1.53 2.81  13.05 22.65
-19.375 55.125  6.18  6.81  6.48  -1.48 2.72  12.83 22.03
-19.125 55.125  6.18  6.82  6.49  -1.43 2.80  12.15 20.93
-18.875 55.125  6.18  6.83  6.49  -1.34 3.00  11.65 19.54
-18.625 55.125  6.18  6.83  6.49  -1.32 3.24  11.14 18.35
-18.375 55.125  6.18  6.83  6.49  -1.21 3.44  11.17 18.22
-18.125 55.125  6.19  6.84  6.49  -1.02 3.44  11.53 18.47
-17.875 55.125  6.2 6.84  6.50  -0.86 3.29  11.80 19.31
-17.625 55.125  6.23  6.84  6.51  -0.86 2.97  12.17 19.97
-17.375 55.125  6.28  6.84  6.54  -0.91 2.53  12.38 20.91
-17.125 55.125  6.33  6.85  6.57  -0.92 2.00  12.63 21.74
-16.875 55.125  6.34  6.84  6.57  -1.11 2.00  13.01 22.39
-16.625 55.125  6.34  6.84  6.56  -1.53 1.90  13.79 23.13
-16.375 55.125  6.34  6.83  6.55  -1.87 1.87  14.23 23.52
-16.125 55.125  6.31  6.82  6.53  -2.12 2.20  14.71 24.20
-15.875 55.125  6.27  6.8 6.52  -2.27 3.63  14.65 24.48
-15.625 55.125  6.23  6.78  6.53  -2.40 8.00  14.81 22.98
-15.375 55.125  6.2 6.76  6.52  -2.40 6.31  12.29 20.26
-15.125 55.125  6.19  6.75  6.51  -2.30 6.48  11.64 18.52
-14.875 55.125  6.18  6.74  6.51  -2.36 6.90  10.65 16.03
-14.625 55.125  6.16  6.73  6.52  -2.50 6.98  9.49  13.80
-14.375 55.125  6.13  6.72  6.52  -2.68 7.04  9.09  13.10
-14.125 55.125  6.12  6.71  6.53  -2.75 7.34  9.15  13.27
-13.875 55.125  6.1 6.7 6.53  -2.77 7.89  9.60  13.92
-13.625 55.125  6.1 6.7 6.52  -2.83 8.50  10.22 14.24
-13.375 55.125  6.09  6.7 6.48  -2.87 8.49  10.59 14.32
-13.125 55.125  6.09  6.69  6.45  -2.90 8.50  10.97 14.68
-12.875 55.125  6.09  6.69  6.42  -2.92 8.41  11.23 14.67
-12.625 55.125  6.08  6.69  6.41  -2.93 8.15  11.06 14.48
-12.375 55.125  6.09  6.7 6.40  -2.93 7.70  10.75 13.90
-12.125 55.125  6.09  6.7 6.40  -2.90 7.27  10.54 13.91
-11.875 55.125  6.09  6.71  6.40  -2.87 7.08  10.77 14.46
-11.625 55.125  6.1 6.71  6.40  -2.82 6.95  11.04 14.99
-11.375 55.125  6.1 6.72  6.40  -2.78 6.65  11.30 15.66
-11.125 55.125  6.11  6.73  6.40  -2.74 6.15  11.70 16.57
-10.875 55.125  6.13  6.73  6.40  -2.59 5.56  12.58 18.33
-10.625 55.125  6.14  6.74  6.40  -2.27 4.82  13.88 20.81
-10.375 55.125  6.15  6.75  6.40  -1.74 3.67  14.78 22.72
-10.125 55.125  6.16  6.76  6.40  -0.67 2.25  15.31 24.02
-9.875  55.125  6.18  6.77  6.40  -0.17 1.42  16.11 24.84
-9.625  55.125  6.19  6.78  6.41  -0.08 1.07  16.37 25.47
-9.375  55.125  6.21  6.79  6.42  -0.09 0.89  16.78 25.80
-9.125  55.125  6.24  6.81  6.44  -0.09 0.81  17.17 26.02
-8.875  55.125  6.26  6.82  6.46  -0.09 0.77  17.10 26.18
-8.625  55.125  6.28  6.83  6.48  -0.06 0.72  17.02 26.34
-8.375  55.125  6.3 6.84  6.51  0.00  1.03  16.52 26.37
-8.125  55.125  6.31  6.85  6.53  0.14  1.48  16.19 26.30
-7.875  55.125  6.33  6.86  6.55  0.09  1.92  16.24 26.40
-7.625  55.125  6.34  6.86  6.56  0.04  2.16  16.27 26.61
-7.375  55.125  6.34  6.87  6.57  0.12  2.06  16.05 26.77
-7.125  55.125  6.34  6.87  6.57  0.06  1.78  15.97 26.85
-6.875  55.125  6.34  6.88  6.57  0.09  1.47  16.19 27.12
-6.625  55.125  6.33  6.89  6.56  0.04  1.09  16.67 27.53
-6.375  55.125  6.33  6.89  6.56  0.14  0.87  16.92 28.11
-6.125  55.125  6.32  6.9 6.55  0.15  0.79  17.61 28.66
-5.875  55.125  6.31  6.91  6.54  -0.09 0.84  18.32 29.19
-5.625  55.125  6.3 6.91  6.54  -0.11 1.29  18.53 29.72
-5.375  55.125  6.29  6.92  6.53  -0.06 1.42  19.29 30.29
-5.125  55.125  6.27  6.92  6.53  -0.03 0.82  18.84 30.85
-4.875  55.125  6.25  6.92  6.52  0.14  0.19  18.80 31.37
-4.625  55.125  6.23  6.92  6.51  0.22  -0.02 18.93 31.87
-4.375  55.125  6.2 6.92  6.50  0.29  0.00  18.85 32.31
-4.125  55.125  6.18  6.92  6.49  0.18  0.03  19.04 32.75
-3.875  55.125  6.15  6.91  6.47  0.14  0.06  19.21 33.14
-3.625  55.125  6.12  6.9 6.46  0.09  0.11  18.98 33.56
-3.375  55.125  6.08  6.87  6.43  0.09  0.21  19.01 33.96
-3.125  55.125  6.04  6.83  6.39  0.13  0.21  19.18 34.27
-2.875  55.125  6.02  6.79  6.36  0.15  0.07  19.16 34.25
-2.625  55.125  6.05  6.77  6.38  0.26  0.04  18.48 34.08
-2.375  55.125  6.08  6.75  6.40  0.21  0.01  17.69 33.85
-2.125  55.125  6.11  6.72  6.42  0.16  0.01  16.53 33.60
-1.875  55.125  6.14  6.7 6.44  0.11  0.01  15.47 33.31
-1.625  55.125  6.16  6.68  6.45  0.04  0.00  14.67 33.17
-1.375  55.125  6.16  6.67  6.45  -0.04 0.24  14.45 33.19
-1.125  55.125  6.16  6.66  6.45  -0.11 1.22  14.67 33.24
-0.875  55.125  6.16  6.66  6.45  -0.13 2.46  15.38 33.22
-0.625  55.125  6.15  6.65  6.44  -0.12 3.00  15.67 33.16
-0.375  55.125  6.14  6.63  6.44  -0.09 3.16  14.76 33.07
-0.125  55.125  6.14  6.62  6.44  -0.07 3.34  14.45 32.96
0.125 55.125  6.14  6.6 6.43  -0.07 3.58  14.40 32.85
0.375 55.125  6.14  6.58  6.42  -0.08 3.85  14.34 32.70
0.625 55.125  6.13  6.56  6.41  -0.08 4.01  13.93 32.46
0.875 55.125  6.12  6.54  6.38  -0.07 4.13  14.84 32.25
1.125 55.125  6.11  6.52  6.36  -0.06 4.32  15.11 31.97
1.375 55.125  6.1 6.49  6.33  -0.04 4.69  15.75 31.64
1.625 55.125  6.1 6.46  6.31  -0.04 5.13  16.01 31.23
1.875 55.125  6.09  6.43  6.29  -0.03 5.56  15.98 30.86
